anime_id,name,genre,type,episodes,rating,members,genre_set
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Drama, Mecha, Sci-Fi, Space",Movie,1,7.9,2963,"{'Drama', 'Mecha', 'Space', 'Sci-Fi'}"
1491,Ginga Tetsudou 999,"Adventure, Drama, Sci-Fi, Space",TV,113,7.9,12672,"{'Drama', 'Space', 'Sci-Fi', 'Adventure'}"
106,Hana yori Dango,"Drama, Romance, School, Shoujo",TV,51,7.9,28341,"{'Drama', 'School', 'Romance', 'Shoujo'}"
5835,Hanasakeru Seishounen,"Drama, Romance, Shoujo",TV,39,7.9,37051,"{'Drama', 'Romance', 'Shoujo'}"
3604,Hidamari Sketch x 365,"Comedy, School, Slice of Life",TV,13,7.9,19180,"{'School', 'Slice of Life', 'Comedy'}"
11237,Hidamari Sketch x SP,"Comedy, School, Slice of Life",Special,2,7.9,7999,"{'School', 'Slice of Life', 'Comedy'}"
2828,Ie Naki Ko,"Adventure, Drama, Historical, Kids, Slice of Life",TV,51,7.9,4479,"{'Drama', 'Historical', 'Adventure', 'Kids', 'Slice of Life'}"
4087,Michiko to Hatchin,"Action, Adventure",TV,22,7.9,82625,"{'Adventure', 'Action'}"
28881,New Initial D Movie: Legend 2 - Tousou,"Cars, Seinen, Sports",Movie,1,7.9,4641,"{'Seinen', 'Cars', 'Sports'}"
21473,Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,"Action, Fantasy, Seinen, Supernatural",Movie,1,7.9,27462,"{'Fantasy', 'Seinen', 'Supernatural', 'Action'}"
582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,"Comedy, Martial Arts, School, Shounen",TV,48,7.9,6473,"{'Shounen', 'School', 'Martial Arts', 'Comedy'}"
8311,Tegamibachi Reverse,"Adventure, Fantasy, Shounen, Supernatural",TV,25,7.9,36228,"{'Supernatural', 'Shounen', 'Fantasy', 'Adventure'}"
21995,Ao Haru Ride,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,12,7.89,227417,"{'Drama', 'Romance', 'Comedy', 'School', 'Shoujo', 'Slice of Life'}"
532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",TV,38,7.89,66911,"{'Drama', 'Romance', 'Magic', 'Shoujo'}"
552,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",TV,54,7.89,182208,"{'Adventure', 'Fantasy', 'Action', 'Kids', 'Comedy'}"
13629,Furiko,"Drama, Music, Romance, Slice of Life",Special,1,7.89,8809,"{'Drama', 'Music', 'Slice of Life', 'Romance'}"
7645,Heartcatch Precure!,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life",TV,49,7.89,12825,"{'Magic', 'Shoujo', 'Fantasy', 'Action', 'School', 'Comedy', 'Slice of Life'}"
249,InuYasha,"Action, Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",TV,167,7.89,281632,"{'Romance', 'Adventure', 'Magic', 'Fantasy', 'Supernatural', 'Action', 'Shounen', 'Comedy', 'Demons'}"
4886,InuYasha: Kuroi Tessaiga,"Adventure, Comedy, Demons, Fantasy, Magic, Romance, Shounen, Supernatural",Special,1,7.89,16373,"{'Romance', 'Magic', 'Adventure', 'Fantasy', 'Supernatural', 'Shounen', 'Comedy', 'Demons'}"
451,InuYasha: Tenka Hadou no Ken,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural",Movie,1,7.89,51079,"{'Drama', 'Historical', 'Adventure', 'Romance', 'Fantasy', 'Supernatural', 'Shounen', 'Comedy', 'Demons'}"
9734,K-On!!: Keikaku!,"Comedy, Music, School, Slice of Life",Special,1,7.89,50496,"{'Music', 'School', 'Slice of Life', 'Comedy'}"
433,"Kumo no Mukou, Yakusoku no Basho","Drama, Military, Romance, Sci-Fi",Movie,1,7.89,103975,"{'Drama', 'Romance', 'Military', 'Sci-Fi'}"
6115,Lupin III vs. Detective Conan,"Action, Adventure, Comedy, Mystery, Shounen",Special,1,7.89,15220,"{'Mystery', 'Adventure', 'Action', 'Shounen', 'Comedy'}"
80,Mobile Suit Gundam,"Action, Mecha, Military, Sci-Fi, Space",TV,43,7.89,51566,"{'Action', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
1092,Mobile Suit Gundam III: Encounters in Space,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.89,11343,"{'Drama', 'Adventure', 'Action', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
20767,Noragami OVA,"Action, Adventure, Shounen",OVA,2,7.89,104775,"{'Shounen', 'Adventure', 'Action'}"
10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8,7.89,63265,"{'Shounen', 'School', 'Slice of Life', 'Comedy'}"
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,7.89,5663,"{'Drama', 'Romance', 'Adventure', 'Action', 'Comedy', 'Sci-Fi'}"
1562,Yamato Nadeshiko Shichihenge♥,"Comedy, Shoujo",TV,25,7.89,92088,"{'Shoujo', 'Comedy'}"
11111,Another,"Horror, Mystery, School, Supernatural, Thriller",TV,12,7.88,534657,"{'Mystery', 'Supernatural', 'Thriller', 'Horror', 'School'}"
32863,Ansatsu Kyoushitsu (TV) 2nd Season: Kagaijugyou-hen,"Action, Comedy, School, Shounen",ONA,8,7.88,7999,"{'Comedy', 'School', 'Shounen', 'Action'}"
11737,Ao no Exorcist Movie,"Action, Demons, Fantasy, Shounen, Supernatural",Movie,1,7.88,105183,"{'Fantasy', 'Supernatural', 'Action', 'Shounen', 'Demons'}"
28249,Arslan Senki (TV),"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25,7.88,152811,"{'Drama', 'Historical', 'Adventure', 'Fantasy', 'Action', 'Shounen'}"
13535,Binbougami ga!,"Comedy, Parody, Shounen, Supernatural",TV,13,7.88,117091,"{'Shounen', 'Supernatural', 'Parody', 'Comedy'}"
1520,Black Jack,Drama,OVA,12,7.88,14414,{'Drama'}
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Fantasy, Romance",TV,13,7.88,336349,"{'Romance', 'Adventure', 'Fantasy', 'Action', 'Comedy'}"
30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,"Action, Mystery, Supernatural",Special,1,7.88,22774,"{'Mystery', 'Supernatural', 'Action'}"
10497,Hetalia World Series Specials,"Comedy, Historical, Parody",Special,4,7.88,14348,"{'Parody', 'Historical', 'Comedy'}"
6862,K-On!: Live House!,"Comedy, Music, School, Slice of Life",Special,1,7.88,70787,"{'Music', 'School', 'Slice of Life', 'Comedy'}"
251,Kyou kara Maou!,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,7.88,58150,"{'Adventure', 'Comedy', 'Fantasy', 'Shoujo', 'Demons'}"
18153,Kyoukai no Kanata,"Fantasy, Slice of Life, Supernatural",TV,12,7.88,359011,"{'Fantasy', 'Slice of Life', 'Supernatural'}"
875,Mind Game,"Adventure, Comedy, Dementia, Psychological, Romance",Movie,1,7.88,32756,"{'Romance', 'Adventure', 'Dementia', 'Comedy', 'Psychological'}"
795,Oniisama e...,"Drama, School, Shoujo, Shoujo Ai",TV,39,7.88,11424,"{'Drama', 'School', 'Shoujo Ai', 'Shoujo'}"
33994,Servamp Specials,Comedy,Special,3,7.88,5973,{'Comedy'}
18397,Shingeki no Kyojin OVA,"Action, Drama, Fantasy, Shounen, Super Power",OVA,3,7.88,121063,"{'Drama', 'Fantasy', 'Action', 'Shounen', 'Super Power'}"
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy, Drama, Slice of Life",Movie,1,7.88,3089,"{'Drama', 'Slice of Life', 'Comedy'}"
16870,The Last: Naruto the Movie,"Action, Martial Arts, Romance, Shounen, Super Power",Movie,1,7.88,85013,"{'Romance', 'Martial Arts', 'Action', 'Shounen', 'Super Power'}"
479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51,7.88,60027,"{'Drama', 'Adventure', 'Supernatural', 'Shounen', 'Comedy'}"
15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military",Movie,1,7.87,61020,"{'Mecha', 'Military', 'Action'}"
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological",TV,12,7.87,83343,"{'Mystery', 'Psychological', 'Horror', 'Action'}"
31859,Hai to Gensou no Grimgar,"Action, Adventure, Drama, Fantasy",TV,12,7.87,213342,"{'Drama', 'Fantasy', 'Adventure', 'Action'}"
15451,High School DxD New,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,7.87,266657,"{'Romance', 'Harem', 'Action', 'Ecchi', 'School', 'Comedy', 'Demons'}"
33446,Huyao Xiao Hongniang: Yue Hong,"Comedy, Romance",ONA,13,7.87,1043,"{'Romance', 'Comedy'}"
570,Jin-Rou,"Drama, Military, Police, Psychological, Romance",Movie,1,7.87,62464,"{'Drama', 'Romance', 'Police', 'Military', 'Psychological'}"
5680,K-On!,"Comedy, Music, School, Slice of Life",TV,13,7.87,386048,"{'Music', 'School', 'Slice of Life', 'Comedy'}"
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy",Movie,1,7.87,23453,"{'Drama', 'Fantasy', 'Adventure'}"
1887,Lucky☆Star,"Comedy, Parody, School, Slice of Life",TV,24,7.87,305837,"{'Parody', 'Slice of Life', 'School', 'Comedy'}"
90,Mobile Suit Gundam Wing,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,49,7.87,86001,"{'Drama', 'Action', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
91,Mobile Suit Gundam Wing: Endless Waltz,"Action, Drama, Mecha, Military, Sci-Fi, Space",OVA,3,7.87,28485,"{'Drama', 'Action', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
2594,Piano no Mori,"Adventure, Comedy, Drama, Music, School, Seinen",Movie,1,7.87,24278,"{'Drama', 'Adventure', 'Music', 'Seinen', 'School', 'Comedy'}"
210,Ranma ½,"Comedy, Fantasy, Martial Arts, Slice of Life",TV,161,7.87,105212,"{'Fantasy', 'Slice of Life', 'Martial Arts', 'Comedy'}"
1007,Ranma ½ OVA,"Comedy, Martial Arts, Romance, Shounen",OVA,6,7.87,16804,"{'Shounen', 'Romance', 'Martial Arts', 'Comedy'}"
19775,Sidonia no Kishi,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.87,118341,"{'Seinen', 'Action', 'Mecha', 'Space', 'Sci-Fi'}"
534,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,7.87,73476,"{'Magic', 'Adventure', 'Fantasy', 'Comedy', 'Demons'}"
9790,Sora no Otoshimono: Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",Movie,1,7.87,70391,"{'Drama', 'Romance', 'Supernatural', 'Harem', 'Shounen', 'Ecchi', 'Comedy', 'Sci-Fi'}"
2582,Soukou Kihei Votoms,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,52,7.87,9008,"{'Drama', 'Action', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
407,Tantei Gakuen Q,"Comedy, Drama, Mystery, Police, Shounen",TV,45,7.87,16591,"{'Drama', 'Mystery', 'Police', 'Shounen', 'Comedy'}"
6213,Toaru Kagaku no Railgun,"Action, Sci-Fi, Super Power",TV,24,7.87,231079,"{'Sci-Fi', 'Super Power', 'Action'}"
1000,Uchuu Kaizoku Captain Harlock,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",TV,42,7.87,14869,"{'Drama', 'Adventure', 'Seinen', 'Action', 'Space', 'Sci-Fi'}"
1375,Watashi no Ashinaga Ojisan,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",TV,40,7.87,5600,"{'Romance', 'Historical', 'Comedy', 'School', 'Shoujo', 'Slice of Life'}"
8514,Break Blade 2: Ketsubetsu no Michi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.86,44900,"{'Fantasy', 'Action', 'Shounen', 'Mecha', 'Military'}"
951,Chibi Maruko-chan,"Comedy, Shoujo, Slice of Life",TV,142,7.86,4739,"{'Shoujo', 'Slice of Life', 'Comedy'}"
12117,Detective Conan Movie 16: The Eleventh Striker,"Adventure, Comedy, Mystery, Police, Shounen, Sports",Movie,1,7.86,14938,"{'Mystery', 'Adventure', 'Police', 'Sports', 'Shounen', 'Comedy'}"
2508,Genshiken 2,"Comedy, Parody, Slice of Life",TV,12,7.86,55825,"{'Parody', 'Slice of Life', 'Comedy'}"
19115,Giovanni no Shima,"Drama, Historical",Movie,1,7.86,10115,"{'Drama', 'Historical'}"
6904,Hellsing I: Digest for Freaks,"Action, Horror, Military, Seinen, Super Power, Supernatural, Vampire",OVA,1,7.86,20263,"{'Supernatural', 'Seinen', 'Horror', 'Action', 'Military', 'Vampire', 'Super Power'}"
22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,"Comedy, School, Shounen, Sports",Special,1,7.86,20397,"{'Shounen', 'School', 'Sports', 'Comedy'}"
4454,Macross F: Close Encounter - Deculture Edition,"Action, Mecha, Military, Music, Sci-Fi, Space",Special,1,7.86,8911,"{'Music', 'Action', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
32547,Non Non Biyori Repeat OVA,"Comedy, School, Seinen, Slice of Life",OVA,1,7.86,9729,"{'Slice of Life', 'School', 'Seinen', 'Comedy'}"
15959,Nurarihyon no Mago OVA,"Action, Demons, Shounen, Supernatural",OVA,2,7.86,11401,"{'Shounen', 'Demons', 'Supernatural', 'Action'}"
16239,One Piece: Episode of Luffy - Hand Island no Bouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.86,21489,"{'Adventure', 'Fantasy', 'Action', 'Shounen', 'Comedy', 'Super Power'}"
31772,One Punch Man Specials,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Special,6,7.86,75502,"{'Parody', 'Supernatural', 'Seinen', 'Action', 'Comedy', 'Sci-Fi', 'Super Power'}"
396,Seikai no Senki,"Action, Military, Romance, Sci-Fi, Space",TV,13,7.86,18580,"{'Romance', 'Action', 'Space', 'Military', 'Sci-Fi'}"
8407,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,7.86,146697,"{'Romance', 'Supernatural', 'Harem', 'Shounen', 'Ecchi', 'Comedy', 'Sci-Fi'}"
20057,Space☆Dandy,"Comedy, Sci-Fi, Space",TV,13,7.86,123529,"{'Space', 'Sci-Fi', 'Comedy'}"
9074,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen",TV,13,7.85,80394,"{'Seinen', 'Romance', 'Comedy'}"
7305,Detective Conan Movie 10: Promo Special,"Adventure, Comedy, Mystery, Police, Shounen",Special,1,7.85,4069,"{'Mystery', 'Adventure', 'Police', 'Shounen', 'Comedy'}"
226,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",TV,13,7.85,623511,"{'Drama', 'Romance', 'Supernatural', 'Seinen', 'Horror', 'Action', 'Psychological'}"
644,Hachimitsu to Clover Specials,"Comedy, Drama, Josei, Romance, Slice of Life",Special,2,7.85,21164,"{'Drama', 'Romance', 'Josei', 'Comedy', 'Slice of Life'}"
2405,Hello! Lady Lynn,Drama,TV,36,7.85,1757,{'Drama'}
15117,Kami nomi zo Shiru Sekai: Tenri-hen,"Comedy, Harem, Romance, Shounen, Supernatural",OVA,2,7.85,68623,"{'Romance', 'Supernatural', 'Harem', 'Shounen', 'Comedy'}"
10460,Kimi to Boku.,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,7.85,86196,"{'Drama', 'Romance', 'Shounen', 'School', 'Comedy', 'Slice of Life'}"
6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,"Action, Adventure, Ecchi, Magic, Shounen, Supernatural",OVA,4,7.85,12413,"{'Magic', 'Adventure', 'Supernatural', 'Action', 'Shounen', 'Ecchi'}"
444,Maria-sama ga Miteru: Haru,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,13,7.85,14983,"{'Drama', 'Romance', 'School', 'Shoujo', 'Shoujo Ai'}"
82,Mobile Suit Gundam 0080: War in the Pocket,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",OVA,6,7.85,22609,"{'Drama', 'Adventure', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Comedy, Fantasy, Supernatural",TV,10,7.85,218231,"{'Fantasy', 'Supernatural', 'Comedy'}"
30347,Nanatsu no Taizai OVA,"Action, Adventure, Fantasy, Shounen, Supernatural",OVA,2,7.85,37540,"{'Adventure', 'Supernatural', 'Fantasy', 'Action', 'Shounen'}"
31704,One Punch Man: Road to Hero,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",OVA,1,7.85,94839,"{'Parody', 'Supernatural', 'Seinen', 'Action', 'Comedy', 'Sci-Fi', 'Super Power'}"
1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance",TV,24,7.85,91530,"{'Drama', 'Fantasy', 'Romance', 'Historical'}"
517,School Rumble Ichi Gakki Hoshuu,"Comedy, Romance, School, Shounen",OVA,2,7.85,40868,"{'Shounen', 'School', 'Romance', 'Comedy'}"
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Comedy, Drama, Slice of Life",Movie,1,7.85,3304,"{'Drama', 'Slice of Life', 'Comedy'}"
30868,Ajin Part 1: Shoudou,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.84,22279,"{'Mystery', 'Supernatural', 'Seinen', 'Horror', 'Action'}"
22199,Akame ga Kill!,"Action, Adventure, Fantasy",TV,24,7.84,492133,"{'Fantasy', 'Adventure', 'Action'}"
14941,AKB0048: Next Stage,"Music, Sci-Fi",TV,13,7.84,22302,"{'Music', 'Sci-Fi'}"
978,Change!! Getter Robo: Sekai Saigo no Hi,"Action, Adventure, Horror, Mecha, Psychological, Sci-Fi, Shounen",OVA,13,7.84,5606,"{'Adventure', 'Horror', 'Action', 'Shounen', 'Mecha', 'Psychological', 'Sci-Fi'}"
2994,Death Note Rewrite,"Mystery, Police, Psychological, Supernatural, Thriller",Special,2,7.84,88699,"{'Mystery', 'Supernatural', 'Police', 'Thriller', 'Psychological'}"
14735,Detective Conan Movie 17: Private Eye in the Distant Sea,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1,7.84,12963,"{'Mystery', 'Adventure', 'Police', 'Shounen', 'Comedy'}"
10350,Hakuouki Sekkaroku,"Action, Demons, Drama, Fantasy, Historical, Josei",OVA,6,7.84,14725,"{'Drama', 'Historical', 'Fantasy', 'Josei', 'Action', 'Demons'}"
20431,Hoozuki no Reitetsu,"Comedy, Fantasy, Supernatural",TV,13,7.84,47619,"{'Fantasy', 'Supernatural', 'Comedy'}"
15487,Kuroko no Basket NG-shuu,"Comedy, School, Shounen, Sports",Special,9,7.84,32215,"{'Shounen', 'School', 'Sports', 'Comedy'}"
1462,Memories,"Drama, Horror, Psychological, Sci-Fi",Movie,3,7.84,38643,"{'Drama', 'Psychological', 'Sci-Fi', 'Horror'}"
13667,Naruto: Shippuuden Movie 6 - Road to Ninja,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,7.84,87369,"{'Adventure', 'Martial Arts', 'Action', 'Shounen', 'Super Power'}"
28927,Owari no Seraph: Nagoya Kessen-hen,"Action, Drama, Shounen, Supernatural, Vampire",TV,12,7.84,190058,"{'Drama', 'Supernatural', 'Action', 'Shounen', 'Vampire'}"
398,Seikai no Senki III,"Action, Military, Romance, Sci-Fi, Space",OVA,2,7.84,11044,"{'Romance', 'Action', 'Space', 'Military', 'Sci-Fi'}"
20847,Seitokai Yakuindomo*,"Comedy, School, Shounen, Slice of Life",TV,13,7.84,98544,"{'Shounen', 'School', 'Slice of Life', 'Comedy'}"
2451,Space Cobra,"Action, Adventure, Sci-Fi, Space",TV,31,7.84,6919,"{'Space', 'Sci-Fi', 'Adventure', 'Action'}"
8937,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",TV,24,7.84,184520,"{'Super Power', 'Sci-Fi', 'Magic', 'Action'}"
12883,Tsuritama,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12,7.84,90625,"{'Slice of Life', 'Sci-Fi', 'Sports', 'Comedy'}"
30413,Yowamushi Pedal Movie,"Comedy, Drama, Shounen, Sports",Movie,1,7.84,8838,"{'Drama', 'Shounen', 'Sports', 'Comedy'}"
30902,Yuru Yuri Nachuyachumi!+,"Comedy, Shoujo Ai, Slice of Life",Special,2,7.84,19586,"{'Slice of Life', 'Shoujo Ai', 'Comedy'}"
6347,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",TV,13,7.83,301282,"{'School', 'Romance', 'Super Power', 'Comedy'}"
3841,Chi&#039;s Sweet Home,"Comedy, Slice of Life",TV,104,7.83,36307,"{'Slice of Life', 'Comedy'}"
8086,Densetsu no Yuusha no Densetsu,"Action, Adventure, Fantasy, Magic, Shounen",TV,24,7.83,130689,"{'Magic', 'Adventure', 'Fantasy', 'Action', 'Shounen'}"
9982,Fairy Tail OVA,"Comedy, Ecchi, Fantasy, Magic, Shounen",OVA,5,7.83,83421,"{'Magic', 'Fantasy', 'Shounen', 'Ecchi', 'Comedy'}"
1888,Ichigo Mashimaro OVA,"Comedy, School, Slice of Life",OVA,3,7.83,15085,"{'School', 'Slice of Life', 'Comedy'}"
33082,Kingsglaive: Final Fantasy XV,Action,Movie,1,7.83,15508,{'Action'}
1096,Mobile Police Patlabor 2: The Movie,"Drama, Mecha, Mystery, Police, Sci-Fi",Movie,1,7.83,11957,"{'Drama', 'Mystery', 'Police', 'Mecha', 'Sci-Fi'}"
14407,Persona 3 the Movie 1: Spring of Birth,"Action, Fantasy, Seinen, Supernatural",Movie,1,7.83,45568,"{'Fantasy', 'Seinen', 'Supernatural', 'Action'}"
1719,Rozen Maiden: Ouvertüre,"Action, Comedy, Drama, Magic, Seinen",Special,2,7.83,44388,"{'Drama', 'Magic', 'Seinen', 'Action', 'Comedy'}"
290,Seikai no Monshou,"Action, Military, Romance, Sci-Fi, Space",TV,13,7.83,26379,"{'Romance', 'Action', 'Space', 'Military', 'Sci-Fi'}"
154,Shaman King,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,64,7.83,169517,"{'Drama', 'Adventure', 'Supernatural', 'Action', 'Shounen', 'Comedy'}"
11757,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",TV,25,7.83,893100,"{'Romance', 'Adventure', 'Game', 'Fantasy', 'Action'}"
5074,Tetsuwan Birdy Decode:02,"Action, Comedy, Sci-Fi",TV,12,7.83,29622,"{'Comedy', 'Sci-Fi', 'Action'}"
31733,Bishoujo Senshi Sailor Moon Crystal Season III,"Demons, Magic, Romance, Shoujo",TV,13,7.83,16530,"{'Shoujo', 'Romance', 'Magic', 'Demons'}"
1690,Bokurano,"Drama, Mecha, Psychological, Sci-Fi",TV,24,7.82,81408,"{'Drama', 'Mecha', 'Psychological', 'Sci-Fi'}"
4177,Bounen no Xamdou,"Action, Military, Sci-Fi",ONA,26,7.82,79026,"{'Sci-Fi', 'Military', 'Action'}"
10092,Break Blade 6: Doukoku no Toride,"Action, Mecha, Military, Shounen",Movie,1,7.82,39077,"{'Shounen', 'Mecha', 'Military', 'Action'}"
9785,Detective Conan: Conan vs. Kid - Shark &amp; Jewel,"Adventure, Comedy, Kids, Mystery, Police, Shounen",Movie,1,7.82,2688,"{'Mystery', 'Adventure', 'Police', 'Kids', 'Shounen', 'Comedy'}"
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,"Adventure, Drama, Fantasy, Shounen",Special,1,7.82,43673,"{'Drama', 'Fantasy', 'Shounen', 'Adventure'}"
18055,Hakkenden: Touhou Hakken Ibun 2nd Season,"Action, Fantasy, Shoujo, Supernatural",TV,13,7.82,33466,"{'Shoujo', 'Fantasy', 'Supernatural', 'Action'}"
6984,Hidamari Sketch x 365 Specials,"Comedy, School, Slice of Life",Special,3,7.82,10720,"{'School', 'Slice of Life', 'Comedy'}"
27991,K: Return of Kings,"Action, Super Power, Supernatural",TV,13,7.82,114904,"{'Supernatural', 'Super Power', 'Action'}"
21659,Kill la Kill Special,"Action, Comedy, School, Super Power",Special,1,7.82,83795,"{'Comedy', 'School', 'Super Power', 'Action'}"
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),"Comedy, Police, Slice of Life",TV,373,7.82,4734,"{'Police', 'Slice of Life', 'Comedy'}"
474,Macross Plus,"Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,4,7.82,23138,"{'Drama', 'Romance', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
1211,Macross Plus Movie Edition,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",Movie,1,7.82,8405,"{'Romance', 'Adventure', 'Action', 'Mecha', 'Space', 'Military', 'Sci-Fi'}"
9510,Mitsudomoe Zouryouchuu!,"Comedy, School, Slice of Life",TV,8,7.82,26468,"{'School', 'Slice of Life', 'Comedy'}"
5751,Prince of Tennis: Another Story - Messages From Past and Future,"Comedy, School, Shounen, Sports",OVA,4,7.82,9487,"{'Shounen', 'School', 'Sports', 'Comedy'}"
3515,Saint Seiya: Meiou Hades Elysion-hen,"Action, Fantasy, Shounen, Super Power",OVA,6,7.82,19044,"{'Shounen', 'Fantasy', 'Super Power', 'Action'}"
13663,To LOVE-Ru Darkness,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,7.82,135929,"{'Romance', 'Harem', 'Shounen', 'Ecchi', 'School', 'Comedy', 'Sci-Fi'}"
13851,To LOVE-Ru Darkness OVA,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",OVA,6,7.82,57166,"{'Romance', 'Harem', 'Shounen', 'Ecchi', 'School', 'Comedy', 'Sci-Fi'}"
6956,Working!!,"Comedy, Slice of Life",TV,13,7.82,189367,"{'Slice of Life', 'Comedy'}"
9441,Yume-iro Pâtissière SP Professional,"Shoujo, Slice of Life",TV,13,7.82,20397,"{'Slice of Life', 'Shoujo'}"
233,Daa! Daa! Daa!,"Comedy, Sci-Fi, Shoujo",TV,78,7.81,12673,"{'Shoujo', 'Sci-Fi', 'Comedy'}"
2397,Digimon Adventure: Bokura no War Game!,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.81,37078,"{'Kids', 'Sci-Fi', 'Adventure', 'Comedy'}"
345,Eikoku Koi Monogatari Emma,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12,7.81,23877,"{'Drama', 'Romance', 'Historical', 'Seinen', 'Slice of Life'}"
71,Full Metal Panic!,"Action, Comedy, Mecha, Military, Sci-Fi",TV,24,7.81,256325,"{'Action', 'Mecha', 'Military', 'Comedy', 'Sci-Fi'}"
10793,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",TV,22,7.81,460959,"{'Drama', 'Sci-Fi', 'Super Power', 'Action'}"
9760,Hoshi wo Ou Kodomo,"Adventure, Fantasy, Romance",Movie,1,7.81,76286,"{'Fantasy', 'Romance', 'Adventure'}"
160,"Ima, Soko ni Iru Boku","Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,7.81,56839,"{'Drama', 'Adventure', 'Fantasy', 'Military', 'Sci-Fi'}"
